FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,MANAGE_MBY_NM,WORKDAY_OPER_AT,WKEND_OPER_AT,SPR_OPER_AT,SUMR_OPER_AT,FALL_OPER_AT,WNT_OPER_AT,ELECT_PROVD_AT,HWATER_PROVD_AT,WIFI_HOLD_AT,FWOOD_SLE_AT,WLK_ROAD_AT,WATERPARK_HOLD_AT,PLY_FCLTY_HOLD_AT,MART_HOLD_AT,TOILET_CO,SHWERRM_CO,SINK_CO,FETGS_CO,CFR_FSHNG_FCLTY_AT,CFR_WLK_ROAD_FCLTY_AT,CFR_BEACH_FCLTY_AT,CFR_PRIZE_LSR_FCLTY_AT,CFR_VALL_FCLTY_AT,CFR_RIVER_FCLTY_AT,CFR_POOL_FCLTY_AT,CFR_YNGBGS_EXPRN_FCLTY_AT,CFR_FAFV_EXPRN_FCLTY_AT,CFR_CHILD_PLY_FCLTY_AT,GLAMPING_BED_HOLD_AT,GLAMPING_TV_HOLD_AT,GLAMPING_FRIDGE_HOLD_AT,GLAMPING_WIFI_HOLD_AT,GLAMPING_IN_TOILET_HOLD_AT,GLAMPING_AC_HOLD_AT,GLAMPING_HEATER_HOLD_AT,GLAMPING_CKNG_TOOL_HOLD_AT,ETC_FCLTY_DC,FCLTY_INTRCN_CN,LAST_UPDT_DE
돌담캠핑장,여가활동,캠핑,"일반야영장,글램핑",경상남도,창원시 마산합포구,,인곡리,,,,35.13744679,128.5153885,51789,,경상남도 창원시 마산합포구 진동면 인곡리,,http://cafe.naver.com/doldamcamping,민간,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,1,1,1,25,Y,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,"20여 종의 70여  마리의 미니동물원, 계곡 물놀이","돌담캠핑장은 창원 진동에 위치하고 있으며, 사장님이 직접 만든 캠핑장으로 글램핑과 야영장이 함께 있는 캠핑장이다. 일명 돌담농장으로 돼지, 공작, 닭, 꿩, 금계 등 20여 종의 70여  마리의 미니동물원이 있다. 또한 돌담캠핑장 앞으로는 논이 펼쳐져 있어 자연스레 아이들의 시선을 잡기에 충분하다. 논에는 개구리, 올챙이 등 무언가가 쉴 새 없이 움직이고 있는 것에 눈길을 떼지 못할 것이다. 논 밑 작은 계곡에는 아주 작은 물고기와 민물새우가 살고 있어 자연스레 자연학습장이 된다. 실내에는 모래로 만든 모래놀이터와 그 위에 설치된 놀이시설들이 있다.    트램펄린이 있어 아이들은 지치지 않고 놀이에 빠진다. 아이들이 노는 동안 엄마, 아빠는 잠시나마 휴식을 가질 수 있다. 돌담캠핑장은 깨끗한 화장실과 개수대를 빼 놓고는 말을 할 수가 없다. 당연 샤워장은 1인 샤워장 이라 더더욱 좋다. 이곳의 가장 인기 있는 사이트는 C3~C4 다.",20221130
돌배야영장(제1야영장),여가활동,캠핑,자동차야영장,강원도,인제군,,용대리,,,,38.18965515,128.3629891,24605,,강원도 인제군 북면 용대리,0334626664,,민간,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,1,1,1,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,계곡 물놀이 가능,알수없음,20221130
돌산캠핑장,여가활동,캠핑,일반야영장,경기도,파주시,광탄면,방축리,429-10 번지,산수골길,151-68 번,37.81071149,126.8420127,10831,경기도 파주시 광탄면 산수골길 151-68,경기도 파주시 광탄면 방축리 429-10,,http://www.dolsancamping.co.kr,민간,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"넓은 잔디밭, 산책로",알수없음,20221130
돌집야영장,여가활동,캠핑,자동차야영장,강원도,화천군,간동면,간척리,992-5 번지,춘양로,777-9 번,38.02263181,127.8058816,24139,강원도 화천군 간동면 춘양로 777-9,강원도 화천군 간동면 간척리 992-5,0334420072,,지자체,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,1,1,2,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"계곡 물놀이, 운동시설",알수없음,20221130
돌풀마루,여가활동,캠핑,"일반야영장,글램핑",전라남도,구례군,,위안리,,,,35.33957974,127.4942261,57605,,전라남도 구례군 산동면 위안리,07077784669,http://돌풀마루.com,민간,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,1,1,1,3,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,"지리산자락에 위치, 계곡 물놀이, 단풍명소","지리산 자락에 위치한 돌풀마루는 이름처럼, 둘러싸인 돌담이 매력적인 곳으로, 캠핑과 글램핑, 펜션을 모두 즐길 수 있는 곳이다. 지리산자락에 위치해 초입부터 끝자락까지 계곡으로 이어져 있다. 계곡에선 물놀이를 즐겨도 되고 고동, 피리, 산 메기 등을 보며 생태를 체험할 수도 있다.    돌풀마루는 사시사철 언제 와도 멋진 풍경을 자랑한다. 봄이 오면 만복대의 일렁이는 하얀 눈 물결에 산수유가 노란 꽃구름 속으로 파묻히고, 여름엔 맑은 물이 계곡을 휘감고, 가을은 한바탕 야생화 잔치가 열리고, 오색 백일홍과 선홍 단풍에 이어 빨간 산수유 열매가 알알이 퍼지고, 겨울 눈꽃에도 붉은 산수유가 빛난다. 이렇게 연중 내내 멋있지만 3월 중순에서 말까지 이어지는 전국 최대 산수유 꽃잔치가 열리니 시간이 된다면 이때 올 것을 추천한다.    이곳의 또 다른 자랑거리로는 먹거리가 있는데 전통 BBQ SET를 판매해 캠핑의 묘미인 바비큐 파티를 즐길 수 있다. 바비큐시설은 각 동별 데크에 특별히 제작한 가마솥그릴 설치되어 무료이용가능하다. 또한, 자체 텃밭에서 재배한 무농약 농산물을 이용한 건강한 아침식사를 판매하고 있으니 자연식 집밥을 먹고 싶은 이들은 한 번쯤 맛 봐도 좋을 것 같다.",20221130
동강글램핑,여가활동,캠핑,글램핑,강원도,영월군,영월읍,삼옥리,1636-11 번지,동강로,124-10 번,37.19332621,128.5030971,26223,강원도 영월군 영월읍 동강로 124-10,강원도 영월군 영월읍 삼옥리 1636-11,0333751112,http://www.dgpg.co.kr/,민간,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,6,6,4,11,Y,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,"수상레저, 낚시, 농어촌체험시설, 어린이놀이시설",알수없음,20221130
동강빌리지 야영장,여가활동,캠핑,카라반,강원도,영월군,영월읍,삼옥리,1621-5 번지,동강로,223 번,37.20011488,128.5075514,26223,강원도 영월군 영월읍 동강로 223,강원도 영월군 영월읍 삼옥리 1621-5,,https://villagecaravan.modoo.at/,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,1,1,0,0,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,동강 강변에 위치,"영월 동강가는 길에 있다. 어라연 가기전 동강오토캠핑장 앞쪽에 자리잡은 카라반캠핑장이다. 오래전부터 펜션과 식당, 매점으로 동강으로 가는 길의 휴게소 역할을 했던 동강빌리지에서 새롭게 개장한 카라반으로 펜션옆 강변을 따라 조성되어 있다. 때문에 모든 카라반 침대에서 동강의 절경이 바라다 보인다. 특히 캠핑장 바로 뒤쪽이 동강에서도 아름답기로 소문난 둥글바위가 있어 최고의 경관을 자랑한다.",20221130
동강아름캠프,여가활동,캠핑,자동차야영장,강원도,영월군,,외룡리,,,,37.11508697,128.6590545,57605,,강원도 영월군 김삿갓면 외룡리,,http://cafe.naver.com/arcampgo,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,1,1,1,7,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,"어린이놀이시설, 계곡 물놀이",알수없음,20221130
동강전망휴양림오토캠핑장,여가활동,캠핑,자동차야영장,강원도,정선군,신동읍,운치리,239 번지,동강로,916-212 번,37.25962318,128.6079002,26137,강원도 정선군 신동읍 동강로 916-212,강원도 정선군 신동읍 운치리 산 239,0335603464,http://donggang.jsimc.or.kr/,지자체,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,2,1,2,38,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,동강 강변에 위치,"우리나라에서 가장 아름답고 보존이 잘 된 강으로 통하는 동강. 정선 가수리를 들머리로 운치리와 제장마을,연포마을 차례로 거쳐 영월에서 서강을 만나기까지 장장 65km를 구절양장으로 흐른다. 동강이 특별한 것은 물 흐름의 모양새에 있다. 백두대간의 산세를 따라 구절양장으로 흐르다 못해 물이 고인 듯 깊은 소를 수없이 만들고 지나간다. 경치좋은 동강중에서도 최고로 일컬어지는 곳이 고성산성과 연포마을 주변. 백운산 자락을 앞에 두고 하늘을 가리는 뼝대와 모래 강변이 번갈아 나타나는 풍경이 가히 절경이다.  동강 전망자연휴양림은 바로 이곳에 자리잡고 있다. 고성산성 앞에서 산으로 난 길을 올라가야 하는데 마치 한계령처럼 구비길이 이어진다. 힘들게 오르고 나면 발아래로 동강의 물길이 아스라이 지나가고 고봉준령들이 주변을 빙둘러 싸고 있는 모습이 말로만 듣던 명당이 이런 것이었구나 싶어진다.    해발 600m에 위치한 동강전망자연휴양림오토캠핑장은 풍경 하나만큼은 최고다. 눈앞에는 산이 너울너울 능선을 이루고, 발아래 강이 굽이굽이 산을 휘감아 흐른다. 강과 산이 만들어내는 풍경도 명품이지만 이곳의 또 다른 자랑거리는 운해다. 백운산과 그 뒤로 겹겹이 서 있는 능선 사이로 넘실대는 운해가 말 그대로 장관을 이룬다. 발아래 구름바다가 펼쳐지면 마치 구름 위에 텐트를 친 듯 황홀하다. 가장 인기 있는 사이트는 전망대 옆으로 이어져 있는 데크 사이트. 1년내내 예약이 밀린다 할 정도로 캠퍼들에게는 꿈의 장소다.",20221130
동검도노을캠핑장,여가활동,캠핑,일반야영장,인천광역시,강화군,길상면,동검리,165-1 번지,동검길,159-13 번,37.58739313,126.5096797,23053,인천광역시 강화군 길상면 동검길 159-13,인천광역시 강화군 길상면 동검리 165-1,0329378090,https://sunsetcamp.modoo.at/,민간,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,3,2,2,15,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"바다뷰, 낚시 가능",알수없음,20221130
동그라미캠핑장,여가활동,캠핑,자동차야영장,강원도,횡성군,안흥면,송한리,103-2 번지,실미송한길,367-24 번,37.43912521,128.1436319,25271,강원도 횡성군 안흥면 실미송한길 367-24,강원도 횡성군 안흥면 송한리 103-2,,http://cafe.naver.com/mukchiba,민간,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"놀이터, 삼림욕",알수없음,20221130
동당미펜션 야영장,여가활동,캠핑,일반야영장,강원도,횡성군,서원면,압곡리,298-8 번지,압곡로,195 번,37.4752345,127.8893459,25201,강원도 횡성군 서원면 압곡로 195,강원도 횡성군 서원면 압곡리 298-8,0336455857,,민간,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"운동시설, 산책로",알수없음,20221130
동두천 자연휴양림,여가활동,캠핑,자동차야영장,경기도,동두천시,탑동동,,16 번지,탑동가산로,1 번,37.88988548,127.1371604,11322,경기도 동두천시 탑동가산로 1,경기도 동두천시 탑동동 산 16,0318603259,https://foresttrip.go.kr/indvz/main.do?hmpgId=ID02030023,자연휴양림,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,2,2,1,9,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,반려동물 동반 가능,알수없음,20221130
동물카라반,여가활동,캠핑,"카라반,글램핑",경기도,가평군,상면,임초리,624-7 번지,임초밤안골로,313 번,37.74689123,127.3595152,12447,경기도 가평군 상면 임초밤안골로 313,경기도 가평군 상면 임초리 624-7,,http://동물카라반펜션.com/default/,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,1,1,0,8,N,Y,N,N,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,"동물캐릭터 모양의 카라반, 수영장",동물카라반펜션 캠핑장은 경기도 가평군 상면에 위치한 동물캐릭터를 카라반 모양으로 되어 있어 아이들이 너무 좋아는 특별한 캠핑장이다.     캠핑장은 아침고요수목원 초입에 있는데 지대가 높은 조망 좋은 곳에 울창한 전나무 숲에 둘러싸인 곳으로 수영장과 펜션을 같이 운영하는 인기가 있는 캠핑장이다.    동물카라반은 4m×8m 3대를 운영하고 있는데 넓은 거실과 2층 침대 그리고 깨끗한 샤워실이 마음에 든다. 금램핑은 2층에 펜션 옆에 자리하데 동화 속 왕궁 모형을 기반으로 제작하여 외형이 독특하다. 내부 또한 깨끗하고 특히 샤워실은 일반 호텔수준의 시설을 자량한다. 수영장과 매점을 운영하며 일반 캠핑 사이트 3개 면을 같이 운영 중이다. 부대시설로 실외 당구장을 설치하여 무료함을 덜어준다.,20221130
동방캠핑하우스,여가활동,캠핑,일반야영장,경상북도,경주시,동방동,,,,,35.81041931,129.2613211,38176,,경상북도 경주시 동방동,,http://cafe.daum.net/housecam,민간,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"넓은 잔디밭, 물놀이장",알수없음,20221130
동산계곡 야영장,여가활동,캠핑,일반야영장,경상북도,군위군,부계면,동산리,417 번지,원효길,129-9 번,36.04648449,128.6656935,39065,경상북도 군위군 부계면 원효길 129-9,경상북도 군위군 부계면 동산리 417,,http://dongsanpension.co.kr/,민간,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"계곡 물놀이, 삼림욕",알수없음,20221130
동수리 인문학마을 협동조합 야영장,여가활동,캠핑,자동차야영장,강원도,양구군,양구읍,동수리,100-1 번지,파로호로869번길,101 번,38.12199791,127.9812773,24515,강원도 양구군 양구읍 파로호로869번길 101,강원도 양구군 양구읍 동수리 100-1,0334827979,,지자체,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"강변 인접, 산책로",알수없음,20221130
동양원목캠핑장,여가활동,캠핑,일반야영장,강원도,영월군,무릉도원면,무릉리,553 번지,명마동길,13 번,37.2862959,128.2779438,26201,강원도 영월군 무릉도원면 명마동길 13,강원도 영월군 무릉도원면 무릉리 553,,,민간,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,1,1,1,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"낚시, 물고기 잡이 체험","주천강은 영월 주천에서 태극모양으로 물굽이를 그리며 흐른다. 태극모양의 위쪽이 무릉도원면사무소 소재지이고 강 위로는 무릉1교가 놓여있다. 동양원목캠핑장은 바로 이곳 무릉1교 옆에 위치하고 있다. 구비치는 물길이 만들어 놓은 넓은 공터가 동양원목캠핑장이 된 셈이다. 하류쪽이라 물도 많고 낚시도 즐길수  다. 아이들과 함께 물고기 잡이 체험도 할수있어 좋다, 편의시설로는 빨랫대, 화장실, 세면대, 넓은 마당으로 편의를 제공한다.",20221130
동창선아트스테이,여가활동,캠핑,자동차야영장,경상남도,남해군,창선면,오용리,473-1 번지,연곡로,13 번,34.87020177,128.0407328,52454,경상남도 남해군 창선면 연곡로 13,경상남도 남해군 창선면 오용리 473-1,0558672021,,민간,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"반려동물 동반 가능, 물놀이장, 수상레저",알수없음,20221130
동해 주노글램핑장,여가활동,캠핑,글램핑,강원도,동해시,추암동,,32 번지,쉬눔길,80 번,37.47198177,129.1538392,25790,강원도 동해시 쉬눔길 80,강원도 동해시 추암동 32,0335213400,http://www.junoglamping.co.kr/juno/room_list.php?juno_id=8,민간,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,"야외수영장, 야외 샤워장이 있는 글램핑장","동해 주노글램핑은 추암해수욕장과 추암역 뒤쪽의 작은 언덕 같은 산 뒤쪽에 자리잡고 있다. 마치 작은 분지처럼 생긴곳에 글램핑 시설이 들어가 있어 아늑하면서도 편안한 분위기를 느낄 수 있다. 글램핑텐트는 상당히 넓은 야외수영장을 중간에 두고 양옆으로 위치하고 있고, 한켠에는 노천카페와 야외샤워장이 갖춰져 있다. 글램핑실내에는 샤워를 할 수 있는 화장실과 큰 TV,쿠션좋은 매트리스가 구비되어 있다. 밖에는 밥솥과 전자렌지, 냄비와 후라이팬, 나이프와 그릇등  모든 식기들이 준비되어 있다.",20221130
동화야영장,여가활동,캠핑,자동차야영장,대구광역시,동구,용수동,,36 번지,팔공산로199길,6-1 번,35.98994189,128.6961734,41007,대구광역시 동구 팔공산로199길 6-1,대구광역시 동구 용수동 36,0538037152,http://www.daegu.go.kr/PalgongPark/Default.aspx?cid=50:17,지자체,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,1,1,1,28,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,음이온 가득한 팔공산 숲속에서 즐기는 캠핑,"팔공산 동화지구 캠핑장은 대구광역시 동구에 위치했다. 대구광역시청을 기점으로 경대교와 백안삼거리를 차례로 거치면 닿는데, 도착까지 걸리는 시간은 약 35분이다. 이곳은 대구 경북 지역의 대표적인 자연 명소로 이름 높은 팔공산에 자리 잡았다. 자연친화적인 캠핑을 만끽할 수 있는 까닭이다. 캠핑장은 7개 구역에 걸쳐 일반캠핑장 44면을 마련했다. 어느 구역 할 것 없이 숲에 둘러싸여 있어 한여름의 따가운 햇살도 두렵지 않다. 맑디맑은 날씨에도 그늘을 드리우는 각종 수목은 음이온까지 내뿜어 속세에 지친 캠퍼의 심신을 어루만진다. 캠핑장 내에 매점이 없지만, 도보로 5분 거리 안에 슈퍼와 음식점이 많아 불편하지 않다. 캠핑장 초입에 인공암벽장 등 즐길 거리도 풍성하다.  캠핑장 주변에 노천온천과 드라이브 코스인 순환로가 있어 연계관광에 용이하다. 주변에 음식점도 즐비해 선택의 폭이 넓다.",20221130
동화카라반캠핑장,여가활동,캠핑,카라반,경기도,가평군,가평읍,마장리,395-20 번지,가화로,440-151 번,37.85311155,127.5087578,12409,경기도 가평군 가평읍 가화로 440-151,경기도 가평군 가평읍 마장리 395-20,0315814647,http://www.dwcaravan.co.kr/,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,3,2,11,10,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,도심속에서 벗어난 조용하고 아늑한 수영장 넓은 카라반캠핑장,알수없음,20221130
돼지문화원 카라반,여가활동,캠핑,카라반,강원도,원주시,,월송리,,,,37.40963389,127.8421201,26358,,강원도 원주시 지정면 월송리,15449266,http://www.돼지문화원.com,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,1,1,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"놀이터, 운동장, 운동시설이 있는 카라반캠핑장",알수없음,20221130
두곡해수욕장야영장,여가활동,캠핑,일반야영장,경상남도,남해군,,당항리,,,,34.78053437,127.9000338,52437,,경상남도 남해군 남면 당항리,0558628564,,지자체,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,2,2,2,5,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,두곡해수욕장 인근에 위치한 야영장,"두곡해수욕장은 남해읍에서 남쪽으로 14km정도 떨어져 있는 해수욕장이다. 백사장의 길이가 1㎞에 달하는 제법 큰 해수욕장으로 몽돌과 모래가 반씩 해안을 이루고 있다. 뒤로는 울창한 솔숲이 시원한 그늘을 만들어 주고 있어 캠핑 장소로 즐기기에 좋은 곳이다. 한적한 분위기로 주변에 유흥시설이 없어 조용하게 지낼 수 있다.    두곡해수욕장 좌측에 있는 꼭두방 해변은 경치가 일품일 뿐만 아니라, 곳곳에서 갯바위 낚시도 할 수 있다. 캠핑장 입구로 들어서서 화장실 건물을 끼고 좌회전을 하면 주차장이 나온다. 송림과 맞닿아 있는 주차장은 항상 인기 구역이다. 바로 뒤가 송림야영장이다 보니 짐을 옮기지 않아도 되는 편리함 때문이다.     솔숲이 만들어 주는 자연그늘에서의 야영은 늘 시원한 바람을 동반해 준다. 바닥이 울퉁불퉁해 에어매트는 필수다. 야간에는 해변 산책길에 조명이 들어와 상당히 멋진 야경을 볼 수 있다.",20221130
두더지CAMP,여가활동,캠핑,일반야영장,충청북도,제천시,한수면,덕곡리,376 번지,봉화재길,711 번,36.94983173,128.1209091,27222,충청북도 제천시 한수면 봉화재길 711,충청북도 제천시 한수면 덕곡리 376,,https://www.instagram.com/dtg_camp/,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3,6,5,10,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,반려동물 동반 가능한 캠핑장,"자연풍광이 좋은 충청북도 제천에 자리잡은 시골 산속 조용한 숲속 힐링 캠핑장입니다. 가족, 친구, 연인, 반려견…모두에게 열려있는 소규모 캠핑장에서의 추억을 만드세요.",20221130
두드림 캠핑장,여가활동,캠핑,"일반야영장,글램핑",경상북도,영천시,청통면,죽정리,526-1 번지,구정길,53-77 번,35.97955263,128.826613,38869,경상북도 영천시 청통면 구정길 53-77,경상북도 영천시 청통면 죽정리 526-1,,http://wakchonstar.com/,민간,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,2,2,2,14,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,N,프라이빗한 바베큐를 즐길 수 있는 캠핑장,"스타글램핑은 경북 영천시 청통면에 자리 잡고 있다. 영천시청을 기점으로 약 16㎞ 거리에 있으며, 자동차를 타고 최무선로, 금호로, 사일로, 한티길을 차례로 거치면 닿는다. 도착까지 소요되는 시간은 30분 안팎이다. 이곳은 고즈넉한 농촌의 정취를 느낄 수 있어 매력적이다. 캠핑장에는 글램핑 14개 동을 마련했다. 대형 글램핑은 6인을 기준으로 최대 12명까지 수용한다. 소형 글램핑은 2인 기준으로 최대 5인까지 들어갈 수 있다. 두 종류의 글램핑은 크기에 차이가 있을 뿐 객실 내부 시설은 동일하다. 객실 내부에는 침대, 냉난방기, TV, 냉장고 등을 배치했다. 외부에는 전용 텐트 안에 바비큐 시설, 테이블, 의자를 설치했다. 이 덕분에 프라이빗한 바비큐 파티를 열 수 있다.  캠핑장 인근에 팔공산, 은해사 등 유명 관광지가 즐비하다. 영천시청 방면으로 나가면 여러 음식점이 성업 중이라 맘에 드는 요리를 골라 먹을 수 있다.",20221130
